order_id;order_line_id;order_ts;customer_id;seller_id;product_id;quantity;unit_price;discount_amount;currency;shipping_country;payment_method;order_status;shipping_address;promo_code;channel
ORD-20260603-00005;ORD-20260603-00005-4;2026-06-03 14:20:04;C020979;S0392;P003576;4;198,66;0,00;EUR;DE;APPLEPAY;DELIVERED;168 impasse du Moulin, 20095 Hambourg;;WEB
ORD-20260603-00006;ORD-20260603-00006-1;2026-06-03 10:48:42;C009980;S0261;P004507;1;39,82;0,00;EUR;FR;CARD;delivered;20 route de Bordeaux, 13008 Marseille;;WEB
ORD-20260603-00006;ORD-20260603-00006-2;2026-06-03 10:48:42;C009980;S0242;P002342;1;6,71;0,00;EUR;FR;CARD;DELIVERED;20 route de Bordeaux, 13008 Marseille;;WEB
ORD-20260603-00007;ORD-20260603-00007-1;2026-06-03 13:32:24;C017994;S0325;P006058;1;50,76;0,00;EUR;FR;PAYPAL;delivered;142 chemin des Vignes, 67000 Strasbourg;FLASH5;WEB
ORD-20260603-00008;ORD-20260603-00008-1;2026-06-03 06:38:50;C009999;S0467;P003462;2;76,81;0,00;EUR;DE;CARD;DELIVERED;59 chemin des Vignes, 10115 Berlin;SUMMER10;MOBILE_APP
ORD-20260603-00008;ORD-20260603-00008-2;2026-06-03 06:38:50;C009999;S0013;P004566;2;163,94;32,79;EUR;DE;CARD;DELIVERED;59 chemin des Vignes, 10115 Berlin;SUMMER10;MOBILE_APP
ORD-20260603-00008;ORD-20260603-00008-3;2026-06-03 06:38:50;C009999;S0186;P000852;3;80,51;0,00;EUR;DE;CARD;Delivered;59 chemin des Vignes, 10115 Berlin;SUMMER10;MOBILE_APP
ORD-20260603-00009;ORD-20260603-00009-1;2026-06-03 18:58:31;C002486;S0318;P001145;1;251,27;25,13;EUR;BE;CARD;SHIPPED;80 chemin des Vignes, 2000 Anvers;VIP20;MOBILE_APP
ORD-20260603-00009;ORD-20260603-00009-2;2026-06-03 18:58:31;C002486;S0465;P000955;1;149,21;22,38;EUR;BE;CARD;SHIPPED;80 chemin des Vignes, 2000 Anvers;VIP20;MOBILE_APP
ORD-20260603-00009;ORD-20260603-00009-3;2026-06-03 18:58:31;C002486;S0228;P004477;2;12,14;3,64;EUR;BE;CARD;SHIPPED;80 chemin des Vignes, 2000 Anvers;VIP20;MOBILE_APP
ORD-20260603-00009;ORD-20260603-00009-4;2026-06-03 18:58:31;C002486;S0253;P005343;1;125,75;0,00;EUR;BE;CARD;SHIPPED;80 chemin des Vignes, 2000 Anvers;VIP20;MOBILE_APP
ORD-20260603-00010;ORD-20260603-00010-1;2026-06-03 12:47:59;C016585;S0044;P000244;1;142,90;0,00;EUR;NL;PAYPAL;PENDING;133 place de l'Église, 1011 Amsterdam;FLASH5;WEB
ORD-20260603-00010;ORD-20260603-00010-2;2026-06-03 12:47:59;C016585;S0442;P005289;1;40,36;0,00;EUR;NL;PAYPAL;pending;133 place de l'Église, 1011 Amsterdam;FLASH5;WEB
ORD-20260603-00010;ORD-20260603-00010-3;2026-06-03 12:47:59;C016585;S0276;P004011;1;27,66;1,38;EUR;NL;PAYPAL;PENDING;133 place de l'Église, 1011 Amsterdam;FLASH5;WEB
ORD-20260603-00010;ORD-20260603-00010-4;2026-06-03 12:47:59;C016585;S0540;P007489;1;68,22;0,00;EUR;NL;PAYPAL;PENDING;133 place de l'Église, 1011 Amsterdam;FLASH5;WEB
ORD-20260603-00011;ORD-20260603-00011-1;2026-06-03 17:17:23;C021840;S0036;P005984;2;55,55;5,55;EUR;DE;CARD;Shipped;28 avenue des Tilleuls, 80331 Munich;SUMMER10;MOBILE_APP
ORD-20260603-00012;ORD-20260603-00012-1;2026-06-03 14:23:52;C016087;S0367;P004324;1;51,42;2,57;EUR;NL;CARD;DELIVERED;65 allée des Peupliers, 1011 Amsterdam;;WEB
ORD-20260603-00013;ORD-20260603-00013-1;2026-06-03 16:45:07;C010116;S0483;P001045;1;62,38;6,24;EUR;NL;CARD;DELIVERED;172 avenue des Tilleuls, 1011 Amsterdam;;WEB
ORD-20260603-00013;ORD-20260603-00013-2;2026-06-03 16:45:07;C010116;S0222;P006354;1;82,76;4,14;EUR;NL;CARD;DELIVERED;172 avenue des Tilleuls, 1011 Amsterdam;;WEB
ORD-20260603-00014;ORD-20260603-00014-1;2026-06-03 12:27:26;C003790;S0267;P003705;2;153,24;15,32;EUR;IT;CARD;DELIVERED;108 impasse du Moulin, 20121 Milan;VIP20;WEB
ORD-20260603-00014;ORD-20260603-00014-2;2026-06-03 12:27:26;C003790;S0453;P006913;3;48,35;0,00;EUR;IT;CARD;Delivered;108 impasse du Moulin, 20121 Milan;VIP20;WEB
ORD-20260603-00015;ORD-20260603-00015-1;2026-06-03 16:36:29;C021051;S0270;P004070;1;17,97;0,00;EUR;BE;CARD;DELIVERED;168 route de Bordeaux, 1000 Bruxelles;VIP20;WEB
ORD-20260603-00015;ORD-20260603-00015-2;2026-06-03 16:36:29;C021051;S0524;P003828;1;19,80;0,99;EUR;BE;CARD;DELIVERED;168 route de Bordeaux, 1000 Bruxelles;VIP20;WEB
ORD-20260603-00016;ORD-20260603-00016-1;2026-06-03 13:33:53;C999909;S0263;P001467;1;31,26;4,69;EUR;DE;PAYPAL;DELIVERED;99 route de Bordeaux, 10115 Berlin;;WEB
ORD-20260603-00016;ORD-20260603-00016-2;2026-06-03 13:33:53;C005856;S0449;P003957;2;60,06;12,01;EUR;DE;PAYPAL;DELIVERED;99 route de Bordeaux, 10115 Berlin;;WEB
ORD-20260603-00016;ORD-20260603-00016-3;2026-06-03 13:33:53;C005856;S0539;P001456;1;14,64;0,00;EUR;DE;PAYPAL;DELIVERED;99 route de Bordeaux, 10115 Berlin;;WEB
ORD-20260603-00017;ORD-20260603-00017-1;2026-06-03 08:07:15;C016046;S0024;P007053;2;254,80;0,00;EUR;BE;CARD;RETURNED;106 cours Gambetta, 2000 Anvers;;WEB
ORD-20260603-00017;ORD-20260603-00017-2;2026-06-03 08:07:15;C016046;S0541;P006739;3;40,73;18,33;EUR;BE;CARD;RETURNED;106 cours Gambetta, 2000 Anvers;;WEB
ORD-20260603-00017;ORD-20260603-00017-3;2026-06-03 08:07:15;C016046;S0110;P005321;1;76,20;7,62;EUR;BE;CARD;RETURNED;106 cours Gambetta, 2000 Anvers;;WEB
ORD-20260603-00017;ORD-20260603-00017-4;2026-06-03 08:07:15;C016046;S0015;P002461;1;178,47;0,00;EUR;BE;CARD; RETURNED ;106 cours Gambetta, 2000 Anvers;;WEB
ORD-20260603-00017;ORD-20260603-00017-5;2026-06-03 08:07:15;C016046;S0326;P004644;1;242,57;0,00;EUR;BE;CARD; RETURNED ;106 cours Gambetta, 2000 Anvers;;WEB
ORD-20260603-00018;ORD-20260603-00018-1;2026-06-03 15:11:11;C021226;S0504;P005233;2;19,29;3,86;EUR;FR;PAYPAL;DELIVERED;145 boulevard Saint-Michel, 75011 Paris;WELCOME15;WEB
ORD-20260603-00018;ORD-20260603-00018-1;2026-06-03 15:11:11;C021226;S0504;P005233;2;19,29;3,86;EUR;FR;PAYPAL;DELIVERED;145 boulevard Saint-Michel, 75011 Paris;WELCOME15;WEB
ORD-20260603-00019;ORD-20260603-00019-1;2026-06-03 17:57:18;C005213;S0249;P002194;1;34,47;0,00;EUR;BE;CARD; DELIVERED ;114 boulevard Saint-Michel, 2000 Anvers;VIP20;WEB
ORD-20260603-00019;ORD-20260603-00019-2;2026-06-03 17:57:18;C005213;S0311;P005159;1;10,43;0,00;EUR;BE;CARD;DELIVERED;114 boulevard Saint-Michel, 2000 Anvers;VIP20;WEB
ORD-20260603-00020;ORD-20260603-00020-1;2026-06-03 18:29:52;C017473;S0296;P000046;1;96,78;0,00;EUR;FR;CARD;DELIVERED;75 route de Bordeaux, 35000 Rennes;FREESHIP;WEB
ORD-20260603-00021;ORD-20260603-00021-1;2026-06-03 17:16:59;C003883;S0108;P007394;4;101,63;60,98;EUR;BE;PAYPAL;DELIVERED;173 quai des Chartrons, 4000 Liège;;WEB
ORD-20260603-00021;ORD-20260603-00021-2;2026-06-03 17:16:59;C003883;S0060;P005898;1;58,21;2,91;EUR;BE;PAYPAL;delivered;173 quai des Chartrons, 4000 Liège;;WEB
ORD-20260603-00022;ORD-20260603-00022-1;2026-06-03 15:44:52;C013346;S0012;P006448;1;27,44;2,74;EUR;FR;CARD;Shipped;57 route de Bordeaux, 13008 Marseille;FREESHIP;WEB
ORD-20260603-00023;ORD-20260603-00023-1;2026-06-03 16:59:38;C002009;S0062;P001953;1;117,11;17,57;EUR;FR;CARD;DELIVERED;97 rue du Général Leclerc, 67000 Strasbourg;SUMMER10;MOBILE_APP
ORD-20260603-00024;ORD-20260603-00024-1;2026-06-03 10:36:44;C007151;S0451;P006641;1;44,03;6,60;EUR;FR;CARD;DELIVERED;12 allée des Peupliers, 67000 Strasbourg;VIP20;MOBILE_APP
ORD-20260603-00024;ORD-20260603-00024-2;2026-06-03 10:36:44;C007151;S0236;P003096;1;124,42;0,00;EUR;FR;CARD;DELIVERED;12 allée des Peupliers, 67000 Strasbourg;VIP20;MOBILE_APP
ORD-20260603-00024;ORD-20260603-00024-3;2026-06-03 10:36:44;C007151;S0586;P001747;1;52,04;7,81;EUR;FR;CARD;DELIVERED;12 allée des Peupliers, 67000 Strasbourg;VIP20;MOBILE_APP
ORD-20260603-00025;ORD-20260603-00025-1;2026-06-03 16:03:17;C009451;S0116;P000582;1;110,82;5,54;EUR;ES;APPLEPAY;SHIPPED;156 impasse du Moulin, 08001 Barcelone;;MOBILE_APP
ORD-20260603-00025;ORD-20260603-00025-2;2026-06-03 16:03:17;C009451;S0430;P003668;2;71,51;7,15;EUR;ES;APPLEPAY;SHIPPED;156 impasse du Moulin, 08001 Barcelone;;MOBILE_APP
ORD-20260603-00026;ORD-20260603-00026-1;2026-06-03 06:00:40;C011367;S0374;P003264;1;78,08;11,71;EUR;ES;PAYPAL;DELIVERED;132 place de l'Église, 28001 Madrid;;MOBILE_APP
ORD-20260603-00027;ORD-20260603-00027-1;2026-06-03 11:16:32;C006236;S0320;P004087;1;185,16;0,00;EUR;FR;CARD;DELIVERED;16 rue du Général Leclerc, 31000 Toulouse;FLASH5;WEB
ORD-20260603-00027;ORD-20260603-00027-2;2026-06-03 11:16:32;C006236;S0376;P003143;1;209,72;0,00;EUR;FR;CARD;DELIVERED;16 rue du Général Leclerc, 31000 Toulouse;FLASH5;WEB
ORD-20260603-00027;ORD-20260603-00027-3;2026-06-03 11:16:32;C006236;S0384;P003444;1;172,94;0,00;EUR;FR;CARD;DELIVERED;16 rue du Général Leclerc, 31000 Toulouse;FLASH5;WEB
ORD-20260603-00027;ORD-20260603-00027-4;2026-06-03 11:16:32;C006236;S0497;P006937;1;24,10;0,00;EUR;FR;CARD;DELIVERED;16 rue du Général Leclerc, 31000 Toulouse;FLASH5;WEB
ORD-20260603-00028;ORD-20260603-00028-1;2026-06-03 16:56:20;C017209;S0528;P006667;4;244,31;0,00;EUR;IT;CARD;PENDING;149 impasse du Moulin, 00184 Rome;FLASH5;WEB
ORD-20260603-00029;ORD-20260603-00029-1;2026-06-03 17:11:48;C022555;S0531;P000281;1;150,62;0,00;EUR;FR;PAYPAL;CANCELLED;44 rue Victor Hugo, 31000 Toulouse;FREESHIP;WEB
ORD-20260603-00029;ORD-20260603-00029-2;2026-06-03 17:11:48;C022555;S0460;P005878;1;31,27;4,69;EUR;FR;PAYPAL;CANCELLED;44 rue Victor Hugo, 31000 Toulouse;FREESHIP;WEB
ORD-20260603-00030;ORD-20260603-00030-1;2026-06-03 18:39:07;C023187;S0392;P003375;2;35,97;0,00;EUR;ES;CARD; DELIVERED ;65 quai des Chartrons, 46001 Valence;SUMMER10;MOBILE_APP
ORD-20260603-00030;ORD-20260603-00030-2;2026-06-03 18:39:07;C023187;S0040;P004853;1;129,25;0,00;EUR;ES;CARD;Delivered;65 quai des Chartrons, 46001 Valence;SUMMER10;MOBILE_APP
ORD-20260603-00030;ORD-20260603-00030-3;2026-06-03 18:39:07;C023187;S0111;P001731;2;216,77;65,03;EUR;ES;CARD;DELIVERED;65 quai des Chartrons, 46001 Valence;SUMMER10;MOBILE_APP
ORD-20260603-00030;ORD-20260603-00030-4;2026-06-03 18:39:07;C023187;S0483;P000420;2;33,90;6,78;EUR;ES;CARD;DELIVERED;65 quai des Chartrons, 46001 Valence;SUMMER10;MOBILE_APP
ORD-20260603-00031;ORD-20260603-00031-1;2026-06-03 16:09:03;C012810;S0219;P004007;1;56,07;2,80;EUR;IT;CARD;RETURNED;23 route de Bordeaux, 00184 Rome;VIP20;MOBILE_APP
ORD-20260603-00031;ORD-20260603-00031-2;2026-06-03 16:09:03;C012810;S0403;P006894;1;47,89;0,00;EUR;IT;CARD;RETURNED;23 route de Bordeaux, 00184 Rome;VIP20;MOBILE_APP
ORD-20260603-00031;ORD-20260603-00031-3;2026-06-03 16:09:03;C012810;S0187;P006023;3;75,88;0,00;EUR;IT;CARD;RETURNED;23 route de Bordeaux, 00184 Rome;VIP20;MOBILE_APP
ORD-20260603-00032;ORD-20260603-00032-1;2026-06-03 19:55:03;C003334;S0330;P005028;4;21,40;8,56;EUR;FR;CARD;DELIVERED;171 avenue des Tilleuls, 44000 Nantes;SUMMER10;WEB
ORD-20260603-00033;ORD-20260603-00033-1;2026-06-03 12:38:53;C009123;S0038;P007148;1;26,85;4,03;EUR;FR;PAYPAL;CANCELLED;18 rue du Général Leclerc, 13008 Marseille;;MOBILE_APP
ORD-20260603-00034;ORD-20260603-00034-1;2026-06-03 16:31:22;C019059;S0197;P002718;1;15,77;0,00;EUR;FR;CARD;DELIVERED;143 boulevard Saint-Michel, 69003 Lyon;FLASH5;MOBILE_APP
ORD-20260603-00034;ORD-20260603-00034-2;2026-06-03 16:31:22;C019059;S0563;P005213;2;31,76;6,35;EUR;FR;CARD;DELIVERED;143 boulevard Saint-Michel, 69003 Lyon;FLASH5;MOBILE_APP
ORD-20260603-00034;ORD-20260603-00034-3;2026-06-03 16:31:22;C019059;S0053;P004916;1;89,79;0,00;EUR;FR;CARD;DELIVERED;143 boulevard Saint-Michel, 69003 Lyon;FLASH5;MOBILE_APP
ORD-20260603-00035;ORD-20260603-00035-1;2026-06-03 14:42:50;C008304;S0132;P005774;1;43,40;6,51;EUR;FR;PAYPAL; SHIPPED ;45 impasse du Moulin, 59000 Lille;;WEB
ORD-20260603-00036;ORD-20260603-00036-1;2026-06-03 09:13:15;C018823;S0363;P007280;1;207,37;31,11;EUR;FR;CARD;DELIVERED;145 route de Bordeaux, 31000 Toulouse;VIP20;WEB
ORD-20260603-00036;ORD-20260603-00036-2;2026-06-03 09:13:15;C018823;S0049;P001981;3;7,97;1,20;EUR;FR;CARD; DELIVERED ;145 route de Bordeaux, 31000 Toulouse;VIP20;WEB
ORD-20260603-00036;ORD-20260603-00036-3;2026-06-03 09:13:15;C018823;S0049;P006512;4;67,28;0,00;EUR;FR;CARD;delivered;145 route de Bordeaux, 31000 Toulouse;VIP20;WEB
ORD-20260603-00037;ORD-20260603-00037-1;2026-06-03 06:24:27;C007822;S0116;P000368;1;24,60;0,00;EUR;NL;CARD; DELIVERED ;95 chemin des Vignes, 1011 Amsterdam;VIP20;WEB
ORD-20260603-00038;ORD-20260603-00038-1;2026-06-03 21:12:32;C017540;S0332;P001749;1;29,10;4,37;EUR;ES;CARD;CANCELLED;79 allée des Peupliers, 28001 Madrid;FREESHIP;WEB
ORD-20260603-00038;ORD-20260603-00038-2;2026-06-03 21:12:32;C017540;S0005;P002398;1;53,44;5,34;EUR;ES;CARD;CANCELLED;79 allée des Peupliers, 28001 Madrid;FREESHIP;WEB
ORD-20260603-00039;ORD-20260603-00039-1;2026-06-03 15:27:36;C008706;S0184;P005740;2;47,92;0,00;EUR;ES;APPLEPAY;delivered;100 allée des Peupliers, 08001 Barcelone;;WEB
ORD-20260603-00039;ORD-20260603-00039-2;2026-06-03 15:27:36;C008706;S0200;P004104;1;55,88;2,79;EUR;ES;APPLEPAY;DELIVERED;100 allée des Peupliers, 08001 Barcelone;;WEB
ORD-20260603-00040;ORD-20260603-00040-1;2026-06-03 11:45:39;C018604;S0255;P005582;1;164,13;0,00;EUR;ES;CARD;DELIVERED;56 boulevard Saint-Michel, 08001 Barcelone;;WEB
ORD-20260603-00041;ORD-20260603-00041-1;2026-06-03 23:16:47;C014274;S0565;P000831;1;211,97;21,20;EUR;FR;PAYPAL;RETURNED;96 rue du Général Leclerc, 35000 Rennes;;MOBILE_APP
ORD-20260603-00041;ORD-20260603-00041-2;2026-06-03 23:16:47;C014274;S0600;P007305;2;37,95;3,80;EUR;FR;PAYPAL;RETURNED;96 rue du Général Leclerc, 35000 Rennes;;MOBILE_APP
ORD-20260603-00041;ORD-20260603-00041-3;2026-06-03 23:16:47;C014274;S0250;P002674;1;92,61;0,00;EUR;FR;PAYPAL;Returned;96 rue du Général Leclerc, 35000 Rennes;;MOBILE_APP
ORD-20260603-00041;ORD-20260603-00041-4;2026-06-03 23:16:47;C014274;S0071;P000456;3;130,90;19,64;EUR;FR;PAYPAL;RETURNED;96 rue du Général Leclerc, 35000 Rennes;;MOBILE_APP
ORD-20260603-00041;ORD-20260603-00041-5;2026-06-03 23:16:47;C014274;S0337;P001277;3;24,92;0,00;EUR;FR;PAYPAL;RETURNED;96 rue du Général Leclerc, 35000 Rennes;;MOBILE_APP
ORD-20260603-00042;ORD-20260603-00042-1;2026-06-03 16:08:05;C007117;S0248;P000145;3;18,63;0,00;EUR;FR;CARD;delivered;178 cours Gambetta, 44000 Nantes;;MOBILE_APP
ORD-20260603-00043;ORD-20260603-00043-1;2026-06-03 14:31:00;C007482;S0168;P001642;1;53,89;5,39;EUR;BE;APPLEPAY;DELIVERED;109 avenue des Tilleuls, 4000 Liège;;MOBILE_APP
ORD-20260603-00043;ORD-20260603-00043-2;2026-06-03 14:31:00;C007482;S0353;P002652;1;183,20;0,00;EUR;BE;APPLEPAY;DELIVERED;109 avenue des Tilleuls, 4000 Liège;;MOBILE_APP
ORD-20260603-00043;ORD-20260603-00043-3;2026-06-03 14:31:00;C007482;S0417;P000591;3;57,74;8,66;EUR;BE;APPLEPAY; DELIVERED ;109 avenue des Tilleuls, 4000 Liège;;MOBILE_APP
ORD-20260603-00043;ORD-20260603-00043-4;2026-06-03 14:31:00;C007482;S0525;P000528;3;47,77;0,00;EUR;BE;APPLEPAY;Delivered;109 avenue des Tilleuls, 4000 Liège;;MOBILE_APP
ORD-20260603-00044;ORD-20260603-00044-1;2026-06-03 20:11:37;C020671;S0144;P002575;1;52,53;0,00;EUR;IT;CARD;DELIVERED;177 boulevard Saint-Michel, 20121 Milan;;MOBILE_APP
ORD-20260603-00044;ORD-20260603-00044-2;2026-06-03 20:11:37;C020671;S0236;P002871;2;37,22;0,00;EUR;IT;CARD;DELIVERED;177 boulevard Saint-Michel, 20121 Milan;;MOBILE_APP
ORD-20260603-00044;ORD-20260603-00044-3;2026-06-03 20:11:37;C020671;S0438;P003789;1;136,42;0,00;EUR;IT;CARD;DELIVERED;177 boulevard Saint-Michel, 20121 Milan;;MOBILE_APP
ORD-20260603-00044;ORD-20260603-00044-4;2026-06-03 20:11:37;C020671;S0028;P004813;1;186,14;9,31;EUR;IT;CARD;delivered;177 boulevard Saint-Michel, 20121 Milan;;MOBILE_APP
ORD-20260603-00045;ORD-20260603-00045-1;2026-06-03 12:35:48;C019567;S0142;P007631;1;27,86;2,79;EUR;ES;APPLEPAY;DELIVERED;122 impasse du Moulin, 28001 Madrid;FLASH5;MOBILE_APP
ORD-20260603-00046;ORD-20260603-00046-1;2026-06-03 21:29:41;C996727;S0578;P004025;1;53,07;0,00;EUR;IT;CARD;DELIVERED;155 quai des Chartrons, 00184 Rome;WELCOME15;WEB
ORD-20260603-00046;ORD-20260603-00046-2;2026-06-03 21:29:41;C015587;S0277;P006053;2;139,12;13,91;EUR;IT;CARD;DELIVERED;155 quai des Chartrons, 00184 Rome;WELCOME15;WEB
ORD-20260603-00047;ORD-20260603-00047-1;2026-06-03 14:21:12;C010098;S0314;P004490;1;19,90;1,99;EUR;FR;CARD;DELIVERED;162 quai des Chartrons, 69003 Lyon;;MARKETPLACE_API
ORD-20260603-00047;ORD-20260603-00047-2;2026-06-03 14:21:12;C010098;S0135;P005534;4;44,00;0,00;EUR;FR;CARD;DELIVERED;162 quai des Chartrons, 69003 Lyon;;MARKETPLACE_API
ORD-20260603-00048;ORD-20260603-00048-1;2026-06-03 11:18:26;C000510;S0039;P005870;1;105,76;15,86;EUR;BE;CARD;Delivered;17 impasse du Moulin, 1000 Bruxelles;FLASH5;WEB
ORD-20260603-00049;ORD-20260603-00049-1;2026-06-03 16:57:58;C018195;S0533;P002129;1;22,90;0,00;EUR;BE;CARD;shipped;41 route de Bordeaux, 2000 Anvers;;MOBILE_APP
ORD-20260603-00049;ORD-20260603-00049-2;2026-06-03 16:57:58;C018195;S0313;P005462;1;48,79;0,00;EUR;BE;CARD;Shipped;41 route de Bordeaux, 2000 Anvers;;MOBILE_APP
ORD-20260603-00050;ORD-20260603-00050-1;2026-06-03 09:45:19;C003403;S0106;P004897;2;256,80;77,04;EUR;FR;CARD;DELIVERED;39 rue du Général Leclerc, 13008 Marseille;FLASH5;MOBILE_APP
ORD-20260603-00051;ORD-20260603-00051-1;2026-06-03 14:33:23;C021429;S0398;P004844;1;14,21;0,00;EUR;FR;CARD; DELIVERED ;62 rue du Général Leclerc, 44000 Nantes;FREESHIP;WEB
ORD-20260603-00051;ORD-20260603-00051-2;2026-06-03 14:33:23;C021429;S0466;P000079;1;68,08;0,00;EUR;FR;CARD;DELIVERED;62 rue du Général Leclerc, 44000 Nantes;FREESHIP;WEB
ORD-20260603-00052;ORD-20260603-00052-1;2026-06-03 16:21:49;C001932;S0466;P005127;2;9,64;0,00;EUR;FR;CARD;Delivered;167 rue de la République, 67000 Strasbourg;VIP20;MOBILE_APP
ORD-20260603-00052;ORD-20260603-00052-2;2026-06-03 16:21:49;C001932;S0233;P002934;1;11,47;0,00;EUR;FR;CARD;delivered;167 rue de la République, 67000 Strasbourg;VIP20;MOBILE_APP
ORD-20260603-00053;ORD-20260603-00053-1;2026-06-03 13:15:37;C007751;S0103;P001991;1;71,08;0,00;EUR;FR;CARD;SHIPPED;104 quai des Chartrons, 59000 Lille;VIP20;WEB
ORD-20260603-00053;ORD-20260603-00053-2;2026-06-03 13:15:37;C007751;S0137;P003415;2;48,47;0,00;EUR;FR;CARD;SHIPPED;104 quai des Chartrons, 59000 Lille;VIP20;WEB
ORD-20260603-00053;ORD-20260603-00053-3;2026-06-03 13:15:37;C007751;S0501;P007325;1;66,54;3,33;EUR;FR;CARD;SHIPPED;104 quai des Chartrons, 59000 Lille;VIP20;WEB
ORD-20260603-00053;ORD-20260603-00053-4;2026-06-03 13:15:37;C007751;S0140;P006957;1;25,68;0,00;EUR;FR;CARD;SHIPPED;104 quai des Chartrons, 59000 Lille;VIP20;WEB
ORD-20260603-00054;ORD-20260603-00054-1;2026-06-03 14:34:16;C017654;S0599;P002964;1;72,61;10,89;EUR;FR;CARD;DELIVERED;101 rue de la République, 13008 Marseille;;WEB
ORD-20260603-00054;ORD-20260603-00054-2;2026-06-03 14:34:16;C017654;S0522;P002387;1;16,14;0,00;EUR;FR;CARD; DELIVERED ;101 rue de la République, 13008 Marseille;;WEB
ORD-20260603-00054;ORD-20260603-00054-3;2026-06-03 14:34:16;C017654;S0136;P002941;2;35,77;10,73;EUR;FR;CARD; DELIVERED ;101 rue de la République, 13008 Marseille;;WEB
ORD-20260603-00054;ORD-20260603-00054-4;2026-06-03 14:34:16;C017654;S0062;P000154;3;53,94;0,00;EUR;FR;CARD;DELIVERED;101 rue de la République, 13008 Marseille;;WEB
ORD-20260603-00054;ORD-20260603-00054-5;2026-06-03 14:34:16;C017654;S0467;P006860;1;70,82;3,54;EUR;FR;CARD;DELIVERED;101 rue de la République, 13008 Marseille;;WEB
ORD-20260603-00055;ORD-20260603-00055-1;2026-06-03 17:04:05;C020459;S0353;P007965;1;11,59;0,00;EUR;DE;APPLEPAY;Delivered;82 allée des Peupliers, 20095 Hambourg;;MOBILE_APP
ORD-20260603-00056;ORD-20260603-00056-1;2026-06-03 12:43:45;C012817;S0325;P004076;1;86,06;4,30;EUR;FR;CARD;DELIVERED;10 chemin des Vignes, 67000 Strasbourg;SUMMER10;WEB
ORD-20260603-00056;ORD-20260603-00056-2;2026-06-03 12:43:45;C012817;S0242;P002342;1;7,51;1,13;EUR;FR;CARD;delivered;10 chemin des Vignes, 67000 Strasbourg;SUMMER10;WEB
ORD-20260603-00056;ORD-20260603-00056-3;2026-06-03 12:43:45;C012817;S0094;P006130;1;5,42;0,27;EUR;FR;CARD;DELIVERED;10 chemin des Vignes, 67000 Strasbourg;SUMMER10;WEB
