order_id;order_line_id;order_ts;customer_id;seller_id;product_id;quantity;unit_price;discount_amount;currency;shipping_country;payment_method;order_status;shipping_address;promo_code;channel
ORD-20260604-00023;ORD-20260604-00023-2;2026-06-04 08:57:24;C023489;S0137;P003879;1;11,48;0,00;EUR;FR;APPLEPAY;delivered;150 route de Bordeaux, 59000 Lille;;MOBILE_APP
ORD-20260604-00023;ORD-20260604-00023-3;2026-06-04 08:57:24;C023489;S0533;P002735;1;37,64;0,00;EUR;FR;APPLEPAY;DELIVERED;150 route de Bordeaux, 59000 Lille;;MOBILE_APP
ORD-20260604-00024;ORD-20260604-00024-1;2026-06-04 23:09:16;C001409;S0062;P002112;3;221,10;33,16;EUR;FR;CARD;DELIVERED;85 chemin des Vignes, 67000 Strasbourg;WELCOME15;WEB
ORD-20260604-00025;ORD-20260604-00025-1;2026-06-04 17:43:14;C002884;S0519;P005468;4;53,93;10,79;EUR;FR;PAYPAL;DELIVERED;47 boulevard Saint-Michel, 69003 Lyon;;WEB
ORD-20260604-00026;ORD-20260604-00026-1;2026-06-04 10:16:21;C006263;S0400;P005808;2;18,05;5,42;EUR;ES;PAYPAL;DELIVERED;104 rue de la République, 46001 Valence;VIP20;MOBILE_APP
ORD-20260604-00027;ORD-20260604-00027-1;2026-06-04 11:45:48;C016767;S0174;P003218;4;5,90;3,54;EUR;DE;CARD;DELIVERED;93 allée des Peupliers, 80331 Munich;SUMMER10;MARKETPLACE_API
ORD-20260604-00028;ORD-20260604-00028-1;2026-06-04 22:54:55;C003394;S0575;P000440;1;52,04;5,20;EUR;IT;CARD;shipped;36 avenue des Tilleuls, 00184 Rome;;WEB
ORD-20260604-00029;ORD-20260604-00029-1;2026-06-04 10:37:58;C013044;S0437;P002253;1;17,28;0,00;EUR;FR;GIFTCARD;CANCELLED;58 rue de la République, 31000 Toulouse;SUMMER10;MOBILE_APP
ORD-20260604-00030;ORD-20260604-00030-1;2026-06-04 11:24:36;C011809;S0507;P004907;1;10,20;0,51;EUR;BE;CARD; PENDING ;100 rue de la République, 1000 Bruxelles;;WEB
ORD-20260604-00030;ORD-20260604-00030-2;2026-06-04 11:24:36;C011809;S0180;P004624;3;68,22;0,00;EUR;BE;CARD;PENDING;100 rue de la République, 1000 Bruxelles;;WEB
ORD-20260604-00030;ORD-20260604-00030-3;2026-06-04 11:24:36;C011809;S0359;P006154;2;16,74;3,35;EUR;BE;CARD;PENDING;100 rue de la République, 1000 Bruxelles;;WEB
ORD-20260604-00031;ORD-20260604-00031-1;2026-06-04 18:29:13;C005005;S0147;P005568;1;86,88;0,00;EUR;FR;PAYPAL; CANCELLED ;60 avenue des Tilleuls, 44000 Nantes;VIP20;MOBILE_APP
ORD-20260604-00031;ORD-20260604-00031-2;2026-06-04 18:29:13;C005005;S0168;P005331;1;171,39;25,71;EUR;FR;PAYPAL;Cancelled;60 avenue des Tilleuls, 44000 Nantes;VIP20;MOBILE_APP
ORD-20260604-00032;ORD-20260604-00032-1;2026-13-45 99:99:99;C003698;S0471;P007912;2;79,01;15,80;EUR;DE;PAYPAL;DELIVERED;77 rue du Général Leclerc, 20095 Hambourg;;MOBILE_APP
ORD-20260604-00032;ORD-20260604-00032-2;2026-06-04 10:00:43;C003698;S0222;P003110;1;49,72;7,46;EUR;DE;PAYPAL; DELIVERED ;77 rue du Général Leclerc, 20095 Hambourg;;MOBILE_APP
ORD-20260604-00032;ORD-20260604-00032-2;2026-06-04 10:00:43;C003698;S0222;P003110;1;49,72;7,46;EUR;DE;PAYPAL; DELIVERED ;77 rue du Général Leclerc, 20095 Hambourg;;MOBILE_APP
ORD-20260604-00033;ORD-20260604-00033-1;2026-06-04 18:06:21;C023253;S0063;P001632;1;59,34;0,00;EUR;FR;CARD;Delivered;8 route de Bordeaux, 13008 Marseille;FLASH5;MOBILE_APP
ORD-20260604-00034;ORD-20260604-00034-1;2026-06-04 17:26:40;C011236;S0479;P006888;1;75,72;3,79;EUR;DE;CARD;SHIPPED;147 boulevard Saint-Michel, 10115 Berlin;;MOBILE_APP
ORD-20260604-00034;ORD-20260604-00034-2;2026-06-04 17:26:40;C011236;S0467;P001826;1;49,06;2,45;EUR;DE;CARD;SHIPPED;147 boulevard Saint-Michel, 10115 Berlin;;MOBILE_APP
ORD-20260604-00034;ORD-20260604-00034-3;2026-06-04 17:26:40;C011236;S0497;P005831;1;76,70;7,67;EUR;DE;CARD;SHIPPED;147 boulevard Saint-Michel, 10115 Berlin;;MOBILE_APP
ORD-20260604-00035;ORD-20260604-00035-1;2026-06-04 19:32:09;C019286;S0545;P007408;1;132,51;6,63;EUR;ES;CARD;SHIPPED;105 chemin des Vignes, 08001 Barcelone;SUMMER10;MOBILE_APP
ORD-20260604-00036;ORD-20260604-00036-1;2026-06-04 11:22:11;C008378;S0357;P003440;4;76,72;0,00;EUR;FR;GIFTCARD;Delivered;11 allée des Peupliers, 67000 Strasbourg;;WEB
ORD-20260604-00037;ORD-20260604-00037-1;2026-06-04 14:45:08;C013152;S0459;P007113;2;62,38;12,48;EUR;DE;PAYPAL;CANCELLED;65 cours Gambetta, 20095 Hambourg;;WEB
ORD-20260604-00037;ORD-20260604-00037-2;2026-06-04 14:45:08;C013152;S0478;P001718;1;147,54;7,38;EUR;DE;PAYPAL;CANCELLED;65 cours Gambetta, 20095 Hambourg;;WEB
ORD-20260604-00038;ORD-20260604-00038-1;2026-06-04 14:25:33;C000944;S0258;P005504;2;90,42;0,00;EUR;DE;PAYPAL;SHIPPED;119 allée des Peupliers, 80331 Munich;VIP20;WEB
ORD-20260604-00039;ORD-20260604-00039-1;2026-06-04 13:55:39;C006533;S0376;P005467;1;60,99;6,10;EUR;DE;TRANSFER;DELIVERED;172 rue du Général Leclerc, 80331 Munich;WELCOME15;WEB
ORD-20260604-00040;ORD-20260604-00040-1;2026-06-04 08:00:42;C017098;S0377;P005397;1;145,64;14,56;EUR;FR;PAYPAL;DELIVERED;159 place de l'Église, 31000 Toulouse;VIP20;MOBILE_APP
ORD-20260604-00041;ORD-20260604-00041-1;2026-06-04 17:49:29;C019986;S0568;P005257;1;86,63;0,00;EUR;IT;CARD;Delivered;151 chemin des Vignes, 20121 Milan;;WEB
ORD-20260604-00042;ORD-20260604-00042-1;2026-06-04 08:33:16;C012510;S0192;P003847;1;109,75;0,00;EUR;NL;TRANSFER;Shipped;99 place de l'Église, 1011 Amsterdam;;WEB
ORD-20260604-00042;ORD-20260604-00042-2;2026-06-04 08:33:16;C012510;S0287;P001603;2;75,25;0,00;EUR;NL;TRANSFER;SHIPPED;99 place de l'Église, 1011 Amsterdam;;WEB
ORD-20260604-00042;ORD-20260604-00042-3;2026-06-04 08:33:16;C012510;S0441;P005686;1;18,14;0,00;EUR;NL;TRANSFER;SHIPPED;99 place de l'Église, 1011 Amsterdam;;WEB
ORD-20260604-00042;ORD-20260604-00042-4;2026-06-04 08:33:16;C012510;S0504;P000490;1;86,41;12,96;EUR;NL;TRANSFER;SHIPPED;99 place de l'Église, 1011 Amsterdam;;WEB
ORD-20260604-00042;ORD-20260604-00042-5;2026-06-04 08:33:16;C012510;S0473;P003135;1;74,98;0,00;EUR;NL;TRANSFER;shipped;99 place de l'Église, 1011 Amsterdam;;WEB
ORD-20260604-00043;ORD-20260604-00043-1;2026-06-04 13:31:25;C020433;S0004;P001650;1;119,50;0,00;EUR;FR;CARD;DELIVERED;33 route de Bordeaux, 13008 Marseille;VIP20;MARKETPLACE_API
ORD-20260604-00043;ORD-20260604-00043-2;2026-06-04 13:31:25;C020433;S0433;P001919;1;72,21;10,83;EUR;FR;CARD; DELIVERED ;33 route de Bordeaux, 13008 Marseille;VIP20;MARKETPLACE_API
ORD-20260604-00044;ORD-20260604-00044-1;2026-06-04 09:53:43;C024004;S0090;P002805;1;9,19;1,38;EUR;BE;CARD;DELIVERED;133 place de l'Église, 4000 Liège;FLASH5;WEB
ORD-20260604-00044;ORD-20260604-00044-2;2026-06-04 09:53:43;C024004;S0392;P003576;2;191,53;19,15;EUR;BE;CARD;DELIVERED;133 place de l'Église, 4000 Liège;FLASH5;WEB
ORD-20260604-00044;ORD-20260604-00044-3;2026-06-04 09:53:43;C024004;S0059;P001611;2;62,11;0,00;EUR;BE;CARD; DELIVERED ;133 place de l'Église, 4000 Liège;FLASH5;WEB
ORD-20260604-00044;ORD-20260604-00044-3;2026-06-04 09:53:43;C024004;S0059;P001611;2;62,11;0,00;EUR;BE;CARD; DELIVERED ;133 place de l'Église, 4000 Liège;FLASH5;WEB
ORD-20260604-00045;ORD-20260604-00045-1;2026-06-04 12:03:48;C007792;S0503;P001942;1;13,23;0,00;EUR;ES;TRANSFER;DELIVERED;165 rue de la République, 28001 Madrid;FREESHIP;WEB
ORD-20260604-00045;ORD-20260604-00045-2;2026-06-04 12:03:48;C007792;S0013;P006506;1;5,88;0,88;EUR;ES;TRANSFER;DELIVERED;165 rue de la République, 28001 Madrid;FREESHIP;WEB
ORD-20260604-00045;ORD-20260604-00045-3;2026-06-04 12:03:48;C007792;S0142;P006357;1;79,20;11,88;EUR;ES;TRANSFER;DELIVERED;165 rue de la République, 28001 Madrid;FREESHIP;WEB
ORD-20260604-00045;ORD-20260604-00045-4;2026-06-04 12:03:48;C007792;S0470;P004159;1;47,36;2,37;EUR;ES;TRANSFER;DELIVERED;165 rue de la République, 28001 Madrid;FREESHIP;WEB
ORD-20260604-00046;ORD-20260604-00046-1;2026-06-04 05:53:53;C007118;S0474;P001763;1;77,72;3,89;EUR;NL;APPLEPAY;DELIVERED;24 avenue des Tilleuls, 1011 Amsterdam;FREESHIP;MOBILE_APP
ORD-20260604-00046;ORD-20260604-00046-2;2026-06-04 05:53:53;C007118;S0279;P007787;1;180,50;9,03;EUR;NL;APPLEPAY;DELIVERED;24 avenue des Tilleuls, 1011 Amsterdam;FREESHIP;MOBILE_APP
ORD-20260604-00046;ORD-20260604-00046-3;2026-06-04 05:53:53;C007118;S0046;P003848;1;82,88;12,43;EUR;NL;APPLEPAY;DELIVERED;24 avenue des Tilleuls, 1011 Amsterdam;FREESHIP;MOBILE_APP
ORD-20260604-00046;ORD-20260604-00046-4;2026-06-04 05:53:53;C007118;S0062;P000359;1;101,57;15,24;EUR;NL;APPLEPAY;DELIVERED;24 avenue des Tilleuls, 1011 Amsterdam;FREESHIP;MOBILE_APP
ORD-20260604-00046;ORD-20260604-00046-5;2026-06-04 05:53:53;C007118;S0507;P005707;1;69,10;0,00;EUR;NL;APPLEPAY;DELIVERED;24 avenue des Tilleuls, 1011 Amsterdam;FREESHIP;MOBILE_APP
ORD-20260604-00047;ORD-20260604-00047-1;2026-06-04 11:29:44;C014974;S0212;P006160;3;117,60;0,00;EUR;FR;CARD;DELIVERED;27 quai des Chartrons, 59000 Lille;WELCOME15;WEB
ORD-20260604-00048;ORD-20260604-00048-1;2026-06-04 13:00:51;C009777;S0025;P000398;2;24,19;0,00;EUR;FR;CARD;DELIVERED;180 rue du Général Leclerc, 69003 Lyon;WELCOME15;WEB
ORD-20260604-00048;ORD-20260604-00048-2;2026-06-04 13:00:51;C009777;S0379;P001384;1;46,20;2,31;EUR;FR;CARD; DELIVERED ;180 rue du Général Leclerc, 69003 Lyon;WELCOME15;WEB
ORD-20260604-00049;ORD-20260604-00049-1;2026-06-04 18:38:56;C024824;S0253;P004830;2;161,42;32,28;EUR;BE;PAYPAL;RETURNED;126 quai des Chartrons, 2000 Anvers;WELCOME15;MOBILE_APP
ORD-20260604-00050;ORD-20260604-00050-1;2026-06-04 13:52:09;C001882;S0292;P007499;2;23,44;4,69;EUR;FR;APPLEPAY; DELIVERED ;90 rue du Général Leclerc, 67000 Strasbourg;;MOBILE_APP
ORD-20260604-00050;ORD-20260604-00050-2;0000-00-00 00:00:00;C001882;S0262;P004423;1;106,74;10,67;EUR;FR;APPLEPAY;DELIVERED;90 rue du Général Leclerc, 67000 Strasbourg;;MOBILE_APP
ORD-20260604-00051;ORD-20260604-00051-1;2026-06-04 15:49:56;C008559;S0195;P000050;1;34,55;5,18;EUR;DE;CARD;DELIVERED;24 route de Bordeaux, 10115 Berlin;;MOBILE_APP
ORD-20260604-00051;ORD-20260604-00051-2;2026-06-04 15:49:56;C008559;S0218;P003286;2;77,79;0,00;EUR;DE;CARD;DELIVERED;24 route de Bordeaux, 10115 Berlin;;MOBILE_APP
ORD-20260604-00052;ORD-20260604-00052-1;2026-06-04 14:14:52;C012780;S0281;P006961;1;228,88;22,89;EUR;FR;CARD;delivered;43 cours Gambetta, 33000 Bordeaux;FLASH5;MOBILE_APP
ORD-20260604-00052;ORD-20260604-00052-2;2026-06-04 14:14:52;C012780;S0360;P004744;1;53,02;2,65;EUR;FR;CARD;DELIVERED;43 cours Gambetta, 33000 Bordeaux;FLASH5;MOBILE_APP
ORD-20260604-00052;ORD-20260604-00052-3;2026-06-04 14:14:52;C012780;S0207;P006464;1;53,64;0,00;EUR;FR;CARD; DELIVERED ;43 cours Gambetta, 33000 Bordeaux;FLASH5;MOBILE_APP
ORD-20260604-00052;ORD-20260604-00052-4;2026-06-04 14:14:52;C012780;S0546;P006732;2;32,50;0,00;EUR;FR;CARD;DELIVERED;43 cours Gambetta, 33000 Bordeaux;FLASH5;MOBILE_APP
ORD-20260604-00052;ORD-20260604-00052-5;2026-06-04 14:14:52;C012780;S0100;P003295;1;125,25;12,53;EUR;FR;CARD;DELIVERED;43 cours Gambetta, 33000 Bordeaux;FLASH5;MOBILE_APP
ORD-20260604-00053;ORD-20260604-00053-1;2026-06-04 08:24:20;C009565;S0418;P005006;1;12,26;1,84;EUR;ES;PAYPAL; DELIVERED ;22 rue du Général Leclerc, 28001 Madrid;FLASH5;MARKETPLACE_API
ORD-20260604-00053;ORD-20260604-00053-2;2026-06-04 08:24:20;C009565;S0436;P007423;2;288,33;28,83;EUR;ES;PAYPAL; DELIVERED ;22 rue du Général Leclerc, 28001 Madrid;FLASH5;MARKETPLACE_API
ORD-20260604-00053;ORD-20260604-00053-3;2026-06-04 08:24:20;C009565;S0063;P001093;1;30,05;4,51;EUR;ES;PAYPAL;Delivered;22 rue du Général Leclerc, 28001 Madrid;FLASH5;MARKETPLACE_API
ORD-20260604-00053;ORD-20260604-00053-4;2026-06-04 08:24:20;C009565;S0137;P000685;1;60,84;9,13;EUR;ES;PAYPAL;DELIVERED;22 rue du Général Leclerc, 28001 Madrid;FLASH5;MARKETPLACE_API
ORD-20260604-00053;ORD-20260604-00053-5;2026-06-04 08:24:20;C009565;S0505;P001506;1;49,06;0,00;EUR;ES;PAYPAL;DELIVERED;22 rue du Général Leclerc, 28001 Madrid;FLASH5;MARKETPLACE_API
ORD-20260604-00054;ORD-20260604-00054-1;2026-06-04 04:37:28;C000813;S0091;P001645;2;133,19;0,00;EUR;DE;CARD;DELIVERED;27 cours Gambetta, 80331 Munich;WELCOME15;MOBILE_APP
ORD-20260604-00055;ORD-20260604-00055-1;2026-06-04 12:01:58;C016268;S0457;P006373;1;240,66;0,00;EUR;DE;GIFTCARD;delivered;95 boulevard Saint-Michel, 20095 Hambourg;WELCOME15;WEB
ORD-20260604-00055;ORD-20260604-00055-2;2026-06-04 12:01:58;C016268;S0543;P006663;1;78,40;7,84;EUR;DE;GIFTCARD; DELIVERED ;95 boulevard Saint-Michel, 20095 Hambourg;WELCOME15;WEB
ORD-20260604-00055;ORD-20260604-00055-3;2026-06-04 12:01:58;C016268;S0277;P003123;1;154,01;0,00;EUR;DE;GIFTCARD;DELIVERED;95 boulevard Saint-Michel, 20095 Hambourg;WELCOME15;WEB
ORD-20260604-00056;ORD-20260604-00056-1;2026-06-04 20:10:38;C004963;S0355;P001841;2;20,89;0,00;EUR;FR;CARD;DELIVERED;10 rue du Général Leclerc, 69003 Lyon;WELCOME15;WEB
ORD-20260604-00057;ORD-20260604-00057-1;2026-06-04 15:22:14;C000743;S0197;P002413;1;10,57;1,59;EUR;FR;CARD;DELIVERED;18 avenue des Tilleuls, 69003 Lyon;VIP20;WEB
ORD-20260604-00058;ORD-20260604-00058-1;2026-06-04 17:27:36;C020657;S0067;P002788;1;140,06;0,00;EUR;IT;CARD;DELIVERED;160 chemin des Vignes, 00184 Rome;;MOBILE_APP
ORD-20260604-00059;ORD-20260604-00059-1;2026-06-04 14:48:17;C021876;S0493;P007765;1;65,29;9,79;EUR;DE;CARD;DELIVERED;179 cours Gambetta, 80331 Munich;;WEB
ORD-20260604-00059;ORD-20260604-00059-2;2026-06-04 14:48:17;C021876;S0435;P006535;2;97,56;0,00;EUR;DE;CARD; DELIVERED ;179 cours Gambetta, 80331 Munich;;WEB
ORD-20260604-00060;ORD-20260604-00060-1;2026-06-04 15:09:28;C020220;S0331;P002385;2;18,21;0,00;EUR;FR;CARD;Returned;60 place de l'Église, 67000 Strasbourg;;MOBILE_APP
ORD-20260604-00061;ORD-20260604-00061-1;2026-06-04 13:13:46;C015064;S0090;P000998;1;115,12;11,51;EUR;DE;CARD;RETURNED;12 impasse du Moulin, 10115 Berlin;;MOBILE_APP
ORD-20260604-00061;ORD-20260604-00061-2;2026-06-04 13:13:46;C015064;S0128;P003499;1;29,58;0,00;EUR;DE;CARD; RETURNED ;12 impasse du Moulin, 10115 Berlin;;MOBILE_APP
ORD-20260604-00061;ORD-20260604-00061-3;2026-06-04 13:13:46;C015064;S0408;P004850;1;43,06;6,46;EUR;DE;CARD;RETURNED;12 impasse du Moulin, 10115 Berlin;;MOBILE_APP
ORD-20260604-00062;ORD-20260604-00062-1;2026-06-04 22:37:00;C018522;S0011;P005177;3;EUR 9,37;2,81;EUR;FR;TRANSFER; DELIVERED ;122 impasse du Moulin, 44000 Nantes;VIP20;WEB
